35 280 43
36 279 57
37 278 78
38 277 106
39 276 143
40 274 185
41 271 231
42 268 264
47 265 271
48 265 260
49 266 248
50 266 234
51 266 222
52 266 214
53 265 210
54 265 209
55 264 212
56 264 219
58 262 244
59 261 258
60 259 269
